url,label
https://www.foxnews.com/sports/college-football-week-5-picks-preview-what-expect-usc-illinois-oregon-psu,fox
https://www.foxnews.com/sports/pro-golfer-jake-knapp-mourns-death-girlfriend-makena-white-remembered-one-kind,fox
https://www.foxnews.com/politics/trump-order-declassification-all-amelia-earhart-files-after-nearly-90-year-aviation-mystery,fox
https://www.foxnews.com/media/georgetown-college-gop-member-demands-full-investigation-leftist-clubs-flyers-referencing-kirk-death,fox
https://www.foxnews.com/politics/massive-cheating-scandal-involving-democratic-governor-candidate-also-involved-husband-report,fox
https://www.foxnews.com/politics/trump-says-i-think-we-have-deal-gaza-war,fox
https://www.foxnews.com/us/epstein-documents-released-house-democrats-name-elon-musk-steve-bannon-peter-thiel,fox
https://www.foxnews.com/politics/supreme-court-extends-trump-administrations-5-billion-foreign-aid-freeze-amid-ongoing-legal-challenge,fox
https://www.foxnews.com/us/massachusetts-nonprofit-ceo-people-clear-criminal-records-now-charged-distributing-cocaine,fox
https://www.foxnews.com/world/iranian-americans-dissidents-rallied-against-murderous-regime-agents-irans-president-addressed-unga,fox
https://www.foxnews.com/health/common-vitamin-shown-slash-skin-cancer-risk-some-groups-study-suggests,fox
https://www.foxnews.com/media/florida-vows-legal-action-against-any-efforts-block-tpusa-chapters-campus,fox
https://www.foxnews.com/us/charlie-kirk-killing-puts-rise-left-wing-terror-spotlight-study-shows-violence-hitting-30-year-high,fox
https://www.foxnews.com/media/nexstar-joins-sinclair-bringing-back-jimmy-kimmel-live-after-tense-standoff-disney,fox
https://www.foxnews.com/us/houston-halloween-display-shows-mannequins-red-hats-hanging-gallows-mexican-flag,fox
https://www.foxnews.com/entertainment/prince-william-candidly-admits-the-hardest-year-ive-ever-had-during-rare-tv-interview,fox
https://www.foxnews.com/media/california-father-says-newsom-ignored-pleas-after-migrant-truckers-crash-left-daughter-critically-injured,fox
https://www.foxnews.com/media/sinclair-ends-jimmy-kimmel-ban-after-sidelining-host-amid-charlie-kirk-controversy,fox
https://www.foxnews.com/politics/appeals-court-hears-high-stakes-case-planned-parenthood-medicaid-funds,fox
https://www.foxnews.com/politics/fox-news-politics-newsletter-comey,fox
https://www.foxnews.com/politics/immigrants-charged-shooting-up-youth-baseball-game-major-city-granted-legal-status-under-biden,fox
https://www.foxnews.com/media/the-view-co-host-sara-haines-criticizes-newsoms-trump-copycat-social-media-approach,fox
https://www.foxnews.com/politics/border-patrol-deploys-marine-units-chicago-immigration-enforcement-operation,fox
https://www.foxnews.com/entertainment/charlie-sheens-ex-stands-actors-claim-bill-clinton-showed-interest-her-during-relationship,fox
https://www.foxnews.com/entertainment/dakota-johnson-goes-braless-sheer-gown-zurich-film-festival,fox
https://www.foxnews.com/sports/patriots-defensive-coordinator-terrell-williams-diagnosed-prostate-cancer,fox
https://www.foxnews.com/sports/legal-defense-protect-womens-sports-scotus-battle-over-trans-athletes-responds-motions-dismiss,fox
https://www.foxnews.com/politics/trumps-white-house-demands-agencies-map-out-mass-layoffs-ahead-potential-shutdown,fox
https://www.foxnews.com/us/iowa-school-superintendent-arrested-ice-facing-prior-weapons-charges-allegedly-found-loaded-handgun,fox
https://www.foxnews.com/politics/desantis-warns-florida-not-portland-state-secures-major-federal-immigration-funding,fox
https://www.foxnews.com/sports/cubs-pete-crow-armstrong-becomes-6th-30-30-player-2025-who-could-next,fox
https://www.foxnews.com/sports/tony-gonzalez-critiques-russell-wilsons-nfl-career-amid-benching-questions-hall-fame-prospects,fox
https://www.foxnews.com/sports/ryder-cup-locations-dates,fox
