url,label
https://www.foxnews.com/politics/waltz-hails-night-and-day-middle-east-shift-trumps-gaza-plan-reshapes-region,fox
https://www.foxnews.com/politics/white-house-slams-house-dems-releasing-epstein-photos-showing-trump-clinton-woody-allen,fox
https://www.foxnews.com/politics/bipartisan-push-grows-senate-force-release-unedited-caribbean-strike-footage,fox
https://www.foxnews.com/politics/omar-accused-gop-opponent-opening-up-door-massive-minneapolis-fraud-deep-deep-ties,fox
https://www.foxnews.com/politics/gas-prices-falling-so-why-isnt-trump-refilling-oil-reserve-faster-wh-blames-biden-era-damage,fox
https://www.foxnews.com/politics/exclusive-inside-trumps-private-schedule-media-fixates-his-health,fox
https://www.foxnews.com/media/marjorie-taylor-greene-returning-the-view-just-days-after-shell-leave-congress,fox
https://www.foxnews.com/politics/republican-house-leader-signals-plan-begin-contempt-proceedings-against-bill-hillary-clinton,fox
https://www.foxnews.com/politics/gabbard-blasts-democrat-bennie-thompson-calling-national-guard-shooting-unfortunate-accident,fox
https://www.foxnews.com/politics/house-gop-unveils-healthcare-plan-ahead-vote-next-week-cost-hike-looms-millions,fox
https://www.foxnews.com/media/pop-star-sza-lashes-out-white-house-evil-n-boring-deportation-post-using-her-song,fox
https://www.foxnews.com/politics/cruz-says-rep-ilhan-omar-could-face-jail-time-deportation-marriage-allegation-proves-true,fox
https://www.foxnews.com/politics/preservation-group-sues-trump-administration-white-house-ballroom-project,fox
https://www.foxnews.com/media/melania-trumps-longtime-makeup-artist-says-she-canceled-working-first-family,fox
https://www.foxnews.com/media/bennie-thompson-claims-he-misspoke-after-calling-dc-national-guard-shooting-unfortunate-accident,fox
https://www.foxnews.com/media/erika-kirks-standout-fox-news-moments-grief-faith-truth-shes-fighting,fox
https://www.foxnews.com/politics/senate-mulls-next-steps-after-dueling-obamacare-fixes-go-up-flames,fox
https://www.foxnews.com/media/white-house-mocks-cnn-chicken-news-network-after-failing-schedule-stephen-miller,fox
https://www.foxnews.com/politics/fox-news-politics-newsletter-omar-accused-opening-door-massive-minneapolis-fraud,fox
https://www.foxnews.com/politics/fox-news-politics-newsletter-doj-cleared-release-epstein-grand-jury-materials,fox
https://www.foxnews.com/politics/dem-appointed-education-officials-face-new-scrutiny-as-fraud-scandal-widens,fox
https://www.foxnews.com/media/epstein-documents-raise-new-questions-about-trump-conduct-he-denounces-democrats,fox
https://www.foxnews.com/media/fettermans-brutally-candid-account-battling-depression-feeling-suicidal-being-thrown-out-his-house,fox
https://www.foxnews.com/story/where-in-the-world-is-fox,fox
https://www.foxnews.com/us/tourist-stabbed-multiple-times-nycs-iconic-macys-during-holiday-shopping-rush,fox
https://www.foxnews.com/us/florida-influencer-accused-inappropriately-touching-exposing-herself-teenage-sons-friend,fox
https://www.foxnews.com/us/christmas-brawl-erupts-wealthy-massachusetts-enclave-during-holiday-celebration,fox
https://www.foxnews.com/us/california-home-explosion-caught-doorbell-camera,fox
https://www.foxnews.com/us/oklahoma-man-accused-threatening-federal-agents-online,fox
https://www.foxnews.com/us/brian-walshe-declines-testify-murder-trial-hes-accused-destroying-dads-will-before-murder-case,fox
https://www.foxnews.com/us/luigi-mangione-raised-red-flags-mcdonalds-confrontation-police-body-language-expert-says,fox
https://www.foxnews.com/us/luigi-mangione-apologizes-looking-suspicious-newly-released-body-camera-arrest-footage,fox
https://www.foxnews.com/us/ana-walshe-dna-found-hacksaw-hatchet-bloody-rug-forensic-scientist-testifies-husbands-trial,fox
https://www.foxnews.com/us/georgia-woman-suffers-severe-burns-someone-corrosive-chemical-her-during-evening-walk,fox
https://www.foxnews.com/us/illegal-immigrant-caught-released-biden-administration-now-charged-washington-vehicular-homicide,fox
https://www.foxnews.com/us/airline-passenger-attempted-open-plane-door-mid-air-authorities-say,fox
https://www.foxnews.com/us/royal-caribbean-sued-over-cruise-passengers-death-ship-rules-prove-fast-loose-expert,fox
https://www.foxnews.com/us/viral-footage-shows-doordash-driver-allegedly-pepper-spraying-customers-food-order-during-delivery,fox
https://www.foxnews.com/us/police-warned-luigi-mangione-hed-face-more-trouble-using-fake-name-bodycam-video,fox
https://www.foxnews.com/us/kentucky-child-killer-walks-free-good-behavior-gets-arrested-again-days,fox
https://www.foxnews.com/us/alleged-gang-hitman-captured-after-years-long-manhunt-3-separate-murders-philadelphia,fox
https://www.foxnews.com/us/ex-kentucky-sheriff-admits-shooting-judge-claims-he-had-no-control-over-actions-report,fox
https://www.foxnews.com/us/human-skull-other-remains-found-bushes-brooklyns-coney-island-investigators-work-unravel-mystery,fox
https://www.foxnews.com/politics/top-automaker-unleashes-limited-edition-corvettes-inspired-americas-founding,fox
https://www.foxnews.com/us/colorado-repeat-offender-freed-from-jail-less-than-two-weeks-before-allegedly-killing-mother-three-report,fox
https://www.foxnews.com/us/retired-elementary-teacher-who-worked-santa-arrested-child-abuse-material-charges,fox
https://www.foxnews.com/us/arkansas-mom-found-shot-death-two-children-wrote-cryptic-facebook-post-months-before-killings,fox
https://www.foxnews.com/us/florida-man-allegedly-crashes-stolen-bmw-gives-bizarre-explanation-deputies-teleported,fox
https://www.foxnews.com/us/experienced-hiker-rescued-after-getting-trapped-quicksand-utahs-arches-national-park,fox
https://www.foxnews.com/us/fugitive-repeat-offender-keeps-walking-free-courts-let-him-loose-hurt-people-experts-warn,fox
https://www.foxnews.com/world/europe-literally-being-flooded-cocaine-narco-subs-evade-detection-crossing-atlantic,fox
https://www.foxnews.com/us/new-cockpit-audio-reveals-chaos-off-duty-alaska-airlines-pilot-tried-shut-engines-off-mid-flight,fox
https://www.foxnews.com/us/plane-crash-lands-top-toyota-florida-freeway-following-engine-trouble,fox
https://www.foxnews.com/politics/mamdanis-new-safety-advisor-confessed-serious-pill-addiction-turned-ex-nba-star-help,fox
https://www.foxnews.com/us/arkansas-woman-children-found-dead-mansion-home-day-after-final-divorce-hearing-estranged-husband,fox
https://www.foxnews.com/us/barefoot-father-son-airlifted-from-everglades-mudhole-after-atv-runs-out-gas-alligators-hungry,fox
https://www.foxnews.com/us/texas-am-student-brianna-aguilera-fall-death-sparks-police-response-familys-explosive-claims-report,fox
https://www.foxnews.com/us/louisiana-father-heart-gold-dies-rifle-accidentally-discharges-during-hunting-trip,fox
https://www.foxnews.com/us/florida-mom-says-teens-lured-14-year-old-daughter-into-woods-before-shooting-setting-her-fire-report,fox
https://www.foxnews.com/us/man-with-12-arrests-this-year-busted-again-after-allegedly-attacking-doctor-hospital-elevator-report,fox
https://www.foxnews.com/politics/florida-designates-muslim-brotherhood-cair-foreign-terrorist-organizations-desantis-says,fox
https://www.foxnews.com/us/luigi-mangione-pumps-fist-court-police-body-cam-allegedly-reveals-loaded-magazine-found-inside-wet-underwear,fox
https://www.foxnews.com/us/repeat-offender-accused-stabbing-parents-death-family-deli-while-free-bond-report,fox
https://www.foxnews.com/politics/pressure-mounts-on-mamdani-to-continue-the-fight-on-illicit-chinese-vapes-flooding-nyc,fox
https://www.foxnews.com/us/crime-rings-hackers-join-forces-hijack-trucks-nationwide-fueling-major-holiday-shipping-security-fears,fox
https://www.foxnews.com/world/police-recover-19k-faberge-egg-swallowed-new-zealand-man,fox
