url,title,label,status
https://www.foxnews.com/sports/college-football-week-5-picks-preview-what-expect-usc-illinois-oregon-psu,"College Football Week 5 Picks, Preview: What To Expect in USC-Illinois, Oregon-PSU",fox,success
https://www.foxnews.com/sports/pro-golfer-jake-knapp-mourns-death-girlfriend-makena-white-remembered-one-kind,"Pro golfer Jake Knapp mourns death of girlfriend Makena White, remembered as 'one of a kind'",fox,success
https://www.foxnews.com/politics/trump-order-declassification-all-amelia-earhart-files-after-nearly-90-year-aviation-mystery,Trump vows to order declassification of all Amelia Earhart files after nearly 90-year aviation mystery,fox,success
https://www.foxnews.com/media/georgetown-college-gop-member-demands-full-investigation-leftist-clubs-flyers-referencing-kirk-death,Georgetown College GOP member demands 'full investigation' of leftist club's flyers referencing Kirk death,fox,success
https://www.foxnews.com/politics/massive-cheating-scandal-involving-democratic-governor-candidate-also-involved-husband-report,Massive cheating scandal involving Democratic governor candidate also involved husband: report,fox,success
https://www.foxnews.com/politics/trump-says-i-think-we-have-deal-gaza-war,Trump says 'I think we have a deal' on Gaza war,fox,success
https://www.foxnews.com/us/epstein-documents-released-house-democrats-name-elon-musk-steve-bannon-peter-thiel,"Epstein documents released by House Democrats name Elon Musk, Steve Bannon and Peter Thiel",fox,success
https://www.foxnews.com/politics/supreme-court-extends-trump-administrations-5-billion-foreign-aid-freeze-amid-ongoing-legal-challenge,Supreme Court extends Trump administration's $5 billion foreign aid freeze amid ongoing legal challenge,fox,success
https://www.foxnews.com/us/massachusetts-nonprofit-ceo-people-clear-criminal-records-now-charged-distributing-cocaine,Massachusetts nonprofit CEO who helps people clear criminal records now charged with distributing cocaine,fox,success
https://www.foxnews.com/world/iranian-americans-dissidents-rallied-against-murderous-regime-agents-irans-president-addressed-unga,Iranian-Americans and dissidents rallied against 'murderous regime agents' as Iran's president addressed UNGA,fox,success
https://www.foxnews.com/health/common-vitamin-shown-slash-skin-cancer-risk-some-groups-study-suggests,"Common vitamin shown to slash skin cancer risk in some groups, study suggests",fox,success
https://www.foxnews.com/media/florida-vows-legal-action-against-any-efforts-block-tpusa-chapters-campus,Florida vows legal action against any efforts to block TPUSA chapters on campus,fox,success
